Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
71.5,4.1,1.8,35.0,57.1,0.2,0.1,1.8,51.7,48.3,16.5,10.2,23.2,60.0,"     $38,783,403","  $70,928",    547,"          $99,885,857.00","           7,519.4","              $13,283.75","         $116,908,616.00","           8,712.2","              $13,418.95","   7,991",     389,2.0,3.7,0.0,0.0
89.3,1.3,2.6,2.8,90.4,0.0,0.0,2.9,51.6,48.4,1.3,0.3,12.2,16.4,"     $25,899,621","  $87,233",    297,"          $56,129,126.00","           4,247.2","              $13,215.56","          $61,077,009.00","           4,327.4","              $14,114.02","   4,336",      48,0.9,0.3,0.0,0.0
70.6,19.8,4.5,12.3,54.9,0.1,0.0,8.3,51.3,48.7,16.0,7.1,21.2,49.6,"      $6,376,912","  $74,410",     86,"          $17,071,717.00","           1,218.8","              $14,006.99","          $21,256,544.00","           1,315.6","              $16,157.30","   1,279",      57,1.1,3.5,0.0,0.0
91.9,1.0,7.7,4.4,83.5,0.3,0.0,3.1,51.4,48.6,8.7,2.4,15.9,22.6,"     $17,910,635","  $82,958",    216,"          $37,691,529.00","           2,903.9","              $12,979.62","          $42,259,961.00","           2,987.4","              $14,146.07","   2,958",      72,1.6,1.3,0.0,0.0
58.3,3.1,0.8,79.8,14.9,0.0,0.1,1.3,52.3,47.7,42.9,22.4,23.1,82.4,"     $28,648,401","  $71,478",    401,"          $92,664,835.00","           5,404.8","              $17,144.91","         $114,051,473.00","           6,707.3","              $17,004.08","   6,091",     723,1.6,11.1,0.0,0.0
82.2,0.9,1.5,4.6,89.1,0.6,0.2,3.2,51.9,48.1,5.6,1.5,19.9,28.4,"      $6,395,699","  $72,514",     88,"          $15,853,877.00","           1,138.9","              $13,920.34","          $17,516,689.00","           1,214.1","              $14,427.72","   1,164",      20,0.9,1.4,0.0,0.0
90.7,0.8,13.8,2.5,79.8,0.3,0.0,2.8,50.5,49.5,6.3,3.7,12.5,19.1,"     $23,835,488","  $90,906",    262,"          $51,835,954.00","           3,565.7","              $14,537.39","          $54,608,016.00","           3,636.5","              $15,016.64","   3,629",      48,0.9,0.7,0.0,0.0
82.4,1.7,2.0,10.6,82.9,0.1,0.0,2.7,49.1,50.9,20.2,9.3,17.0,38.2,"     $18,565,717","  $76,465",    243,"          $42,389,889.00","           2,654.9","              $15,966.66","          $48,808,358.00","           2,852.8","              $17,108.93","   2,730",      74,0.0,2.6,0.0,0.0
70.0,1.7,0.8,1.1,95.0,0.0,0.0,1.5,53.8,46.2,0.4,0.2,22.2,41.5,"      $6,415,645","  $76,650",     84,"          $18,505,762.00",             901.4,"              $20,530.02","          $21,328,486.00",             977.8,"              $21,812.73",     939,      72,5.9,3.8,0.0,0.0
87.2,1.2,1.6,5.0,88.5,0.0,0.0,3.7,50.0,49.9,4.7,2.5,16.5,27.7,"     $11,698,222","  $73,666",    159,"          $28,504,500.00","           1,701.6","              $16,751.59","          $30,998,420.00","           1,750.6","              $17,707.31","   1,772",      47,2.2,0.7,0.0,0.0
86.5,1.9,1.8,2.1,92.1,0.0,0.0,2.2,52.3,47.6,2.2,0.5,14.9,20.9,"      $9,630,536","  $75,771",    127,"          $28,474,433.00","           2,035.9","              $13,986.16","          $34,743,062.00","           2,132.4","              $16,292.94","   2,069",      18,0.7,0.3,0.0,0.0
59.9,1.3,1.3,92.9,4.0,0.0,0.0,0.4,52.1,47.9,71.3,34.0,16.7,82.9,"     $75,506,522","  $69,533","  1,086","         $204,761,965.00","          14,032.7","              $14,591.77","         $238,137,019.00","          15,886.0","              $14,990.37","  15,276",     952,2.2,4.9,0.0,0.0
68.6,0.6,2.3,8.1,85.7,0.1,0.0,3.2,50.6,49.4,5.8,3.6,11.4,45.1,"      $4,737,311","  $67,773",     70,"          $12,904,957.00",             688.3,"              $18,749.03","          $13,833,244.00",             794.0,"              $17,422.22",     718,      50,4.0,4.5,0.0,0.0
77.5,4.7,2.7,8.5,81.1,0.3,0.1,2.6,53.8,46.2,6.1,2.7,17.1,37.4,"      $7,966,635","  $71,514",    111,"          $20,249,412.00","           1,548.4","              $13,077.64","          $23,573,246.00","           1,719.3","              $13,710.96","   1,628",      45,1.5,1.8,0.0,0.0
87.1,0.5,5.3,7.4,83.7,0.0,0.0,3.0,49.7,50.3,7.5,2.6,9.4,25.4,"      $6,204,377","  $77,652",     80,"          $14,826,427.00",             748.4,"              $19,810.83","          $15,318,116.00",             786.5,"              $19,476.31",     768,      17,1.3,1.4,0.0,0.0
71.4,7.8,3.3,32.7,52.1,0.1,0.0,3.9,52.2,47.8,22.3,10.3,23.0,53.2,"     $32,031,332","  $76,447",    419,"          $79,918,088.00","           6,023.3","              $13,268.16","          $90,005,324.00","           6,476.9","              $13,896.36","   6,409",     343,5.1,0.2,0.0,0.0
88.2,4.0,38.1,3.4,48.0,0.1,0.0,6.4,51.0,49.0,28.7,7.6,13.3,26.6,"     $50,929,225","  $84,840",    600,"         $128,569,376.00","           7,239.4","              $17,759.67","         $137,876,072.00","           7,354.5","              $18,747.17","   7,439",      88,0.6,0.7,0.0,0.0
92.4,4.6,6.2,4.6,80.0,0.1,0.1,4.4,51.4,48.5,3.4,0.3,18.6,22.9,"     $12,996,623"," $102,175",    127,"          $28,115,987.00","           1,489.5","              $18,876.12","          $33,849,748.00","           1,554.3","              $21,778.13","   1,536",      35,0.3,2.1,0.0,0.0
88.7,1.1,7.7,1.8,86.3,0.2,0.2,2.7,47.7,52.3,4.0,1.7,18.7,25.9,"      $9,393,596","  $77,441",    121,"          $23,329,686.00","           1,656.8","              $14,081.17","          $27,803,720.00","           1,791.8","              $15,517.20","   1,692",      23,0.7,0.9,0.0,0.0
94.2,2.4,9.5,4.4,79.6,0.1,0.1,3.8,51.3,48.7,4.8,0.9,18.5,24.2,"     $17,796,135","  $75,344",    236,"          $41,563,557.00","           2,867.2","              $14,496.22","          $44,724,479.00","           2,930.2","              $15,263.29","   2,928",      64,1.1,1.4,0.0,0.0
74.1,7.9,28.9,31.9,27.4,0.1,0.0,3.9,51.7,48.3,29.2,24.2,16.6,71.3,"     $81,181,196","  $76,091","  1,067","         $208,087,398.00","          14,575.1","              $14,276.91","         $243,286,327.00","          16,635.8","              $14,624.26","  15,615","   1,156",3.5,5.1,0.0,0.0
83.2,1.8,0.3,9.5,85.2,0.5,0.0,2.7,50.7,49.3,8.4,2.6,16.0,37.3,"     $15,314,169","  $67,942",    225,"          $41,715,945.00","           2,629.1","              $15,867.01","          $44,753,449.00","           2,735.7","              $16,359.05","   2,729",     133,3.3,3.1,0.0,0.0
83.3,2.0,2.3,6.2,86.6,0.5,0.4,2.1,51.4,48.6,3.5,2.1,16.2,28.9,"      $8,544,508","  $74,236",    115,"          $22,175,146.00","           1,620.5","              $13,684.14","          $24,391,811.00","           1,763.9","              $13,828.34","   1,689",      44,1.6,1.4,0.0,0.1
58.9,9.4,8.9,61.6,16.2,0.3,0.0,3.6,52.7,47.3,52.7,21.8,16.0,71.6,"     $83,857,920","  $76,870","  1,091","         $213,368,871.00","          15,551.9","              $13,719.79","         $248,538,262.00","          17,447.4","              $14,245.00","  16,628","   1,282",1.3,6.9,0.0,0.0
94.9,1.6,5.3,5.3,85.5,0.0,0.0,2.3,50.8,49.2,6.6,1.1,17.3,24.0,"     $14,496,195","  $86,133",    168,"          $33,703,540.00","           2,221.3","              $15,172.89","          $35,848,507.00","           2,256.3","              $15,888.18","   2,239",      21,0.3,0.7,0.1,0.0
73.0,19.5,23.7,23.2,29.3,0.2,0.0,4.1,51.5,48.5,55.2,20.2,16.4,65.3,"     $38,524,974","  $84,171",    458,"          $91,166,268.00","           6,501.1","              $14,023.21","         $111,592,885.00","           7,635.9","              $14,614.24","   7,145",     367,2.8,3.2,0.0,0.0
84.4,0.4,0.9,1.1,96.8,0.0,0.0,0.9,49.3,50.7,2.0,0.7,9.7,17.8,"     $10,568,898","  $82,376",    128,"          $24,589,297.00","           1,378.8","              $17,833.84","          $25,816,830.00","           1,407.4","              $18,343.63","   1,393",      11,0.2,0.6,0.0,0.0
90.7,3.2,6.1,4.4,82.6,0.1,0.0,3.6,51.9,48.1,5.6,2.2,15.2,26.2,"     $26,002,403","  $86,935",    299,"          $59,683,200.00","           3,807.4","              $15,675.58","          $65,431,615.00","           3,944.5","              $16,588.06","   3,969",      64,0.4,1.4,0.0,0.0
88.1,2.9,1.7,6.5,86.1,0.1,0.0,2.6,50.9,49.1,6.4,4.1,18.9,27.4,"     $20,272,250","  $77,375",    262,"          $48,947,396.00","           3,102.2","              $15,778.28","          $53,366,592.00","           3,320.8","              $16,070.40","   3,172",      61,0.8,1.5,0.0,0.0
68.9,3.4,3.7,46.8,43.4,0.1,0.0,2.5,52.0,48.0,46.8,24.1,17.2,58.4,"     $30,105,726","  $77,793",    387,"          $75,681,592.00","           4,639.8","              $16,311.39","          $90,798,119.00","           5,403.9","              $16,802.33","   4,964",     112,0.5,2.0,0.0,0.0
86.2,0.4,1.1,2.9,93.6,0.2,0.1,1.6,51.1,48.8,2.4,1.1,16.7,26.2,"     $24,688,469","  $75,523",    327,"          $54,524,234.00","           4,135.1","              $13,185.71","          $59,274,862.00","           4,231.0","              $14,009.66","   4,248",      59,0.4,1.0,0.0,0.0
75.4,3.6,1.4,13.1,74.9,2.1,0.3,4.6,50.9,48.9,15.3,9.8,20.2,42.7,"      $7,191,646"," $101,006",     71,"          $19,491,637.00",             631.7,"              $30,855.84","          $21,250,546.00",             674.7,"              $31,496.29",     662,      40,1.7,4.8,0.0,0.0
85.1,0.4,3.5,2.3,91.4,0.2,0.1,2.1,48.6,51.4,1.2,0.4,18.6,23.4,"     $12,643,308","  $93,724",    135,"          $31,229,965.00","           1,792.6","              $17,421.60","          $34,405,164.00","           1,844.3","              $18,654.86","   1,810",      62,3.1,0.6,0.0,0.0
77.0,4.2,1.7,4.4,75.2,6.4,0.1,8.0,51.1,48.9,4.9,2.0,16.6,42.4,"     $10,637,982","  $75,877",    140,"          $28,436,919.00","           1,643.3","              $17,304.76","          $31,748,814.00","           1,799.5","              $17,643.13","   1,689",      67,1.6,3.1,0.0,0.0
85.6,2.6,2.0,12.1,78.3,0.1,0.0,4.9,50.7,49.3,9.2,5.0,18.8,34.2,"      $8,244,750","  $83,703",     99,"          $22,491,554.00","           1,386.0","              $16,227.67","          $26,083,395.00","           1,521.3","              $17,145.46","   1,436",      25,0.3,1.5,0.0,0.0
93.4,1.1,4.2,3.9,87.2,0.3,0.1,3.2,50.7,49.3,3.2,1.3,12.1,16.8,"     $17,774,028","  $87,170",    204,"          $39,631,461.00","           2,596.7","              $15,262.24","          $41,891,619.00","           2,636.4","              $15,889.71","   2,657",      15,0.3,0.3,0.0,0.0
82.9,13.4,9.6,11.2,60.7,0.3,0.0,4.8,51.2,48.8,23.6,10.6,18.7,48.5,"     $29,182,307","  $71,115",    410,"          $76,865,199.00","           4,359.3","              $17,632.46","          $86,500,693.00","           4,808.2","              $17,990.24","   4,596",     169,0.3,3.6,0.0,0.0
86.4,1.5,2.6,3.3,90.3,0.1,0.1,2.1,49.8,50.2,1.5,1.1,15.9,23.7,"     $12,888,319","  $82,777",    156,"          $31,891,128.00","           2,280.4","              $13,984.88","          $35,431,876.00","           2,380.0","              $14,887.34","   2,316",      45,1.3,0.7,0.0,0.0
90.6,6.3,4.8,4.9,79.2,0.1,0.0,4.8,49.3,50.7,11.1,4.3,13.8,26.0,"     $17,797,151","  $65,624",    271,"          $46,143,571.00","           3,905.1","              $11,816.23","          $51,776,744.00","           4,200.2","              $12,327.21","   3,990",      36,0.5,0.5,0.0,0.0
83.4,0.5,2.2,4.0,90.6,0.0,0.0,2.7,49.8,50.2,3.1,0.8,14.5,21.4,"     $12,974,579","  $80,688",    161,"          $34,515,326.00","           2,252.3","              $15,324.48","          $38,587,598.00","           2,361.0","              $16,343.75","   2,306",      48,1.0,1.3,0.0,0.0
75.1,1.2,3.8,39.4,50.5,0.1,0.1,4.9,52.4,47.6,26.3,8.8,17.8,48.6,"     $38,623,923","  $77,778",    497,"          $89,628,065.00","           6,978.6","              $12,843.27","         $103,900,066.00","           7,314.5","              $14,204.67","   7,295",     370,2.6,3.3,0.0,0.0
72.9,2.6,1.0,3.6,88.4,0.7,0.0,3.8,50.8,49.2,1.7,1.1,18.5,40.4,"     $16,680,182","  $74,134",    225,"          $42,345,144.00","           2,971.2","              $14,251.87","          $46,168,203.00","           3,113.0","              $14,830.78","   3,076",     129,3.9,0.7,0.0,0.0
74.2,2.9,2.4,26.9,62.9,1.7,0.1,3.1,51.7,48.3,30.1,15.7,14.7,49.3,"     $26,921,963","  $80,920",    333,"          $59,833,119.00","           4,197.4","              $14,254.81","          $65,963,232.00","           4,503.2","              $14,648.08","   4,458",      72,0.3,1.4,0.0,0.0
75.2,2.3,2.7,7.3,83.2,0.1,0.0,4.5,50.1,49.9,7.0,3.3,17.6,40.4,"     $10,363,260","  $78,928",    131,"          $26,869,559.00","           1,706.5","              $15,745.42","          $29,146,302.00","           1,785.2","              $16,326.63","   1,786",      38,1.5,0.8,0.0,0.0
89.9,1.5,2.2,7.7,85.1,0.3,0.1,3.1,50.5,49.5,1.8,1.2,13.4,23.4,"      $8,086,138","  $85,841",     94,"          $18,266,246.00","           1,284.9","              $14,216.08","          $19,725,621.00","           1,349.1","              $14,621.32","   1,323",      23,0.4,1.4,0.0,0.0
89.7,15.0,6.7,4.4,69.3,0.1,0.2,4.3,50.9,49.0,8.2,1.9,15.4,24.9,"     $24,783,986","  $82,613",    300,"          $59,972,366.00","           4,185.3","              $14,329.29","          $66,128,041.00","           4,274.9","              $15,468.91","   4,295",      53,0.9,0.5,0.0,0.0
57.0,4.1,4.3,9.1,79.4,0.2,0.0,3.0,63.0,36.6,5.9,1.5,50.7,61.5,"      $7,520,410","  $96,788",     78,"          $19,813,443.00",             564.3,"              $35,111.54","          $19,856,579.00",             568.1,"              $34,952.61",     547,      53,4.2,6.4,0.0,0.0
67.2,0.3,0.6,4.6,90.8,0.2,0.1,3.2,50.4,49.6,0.4,0.2,20.5,46.0,"      $5,960,275","  $76,502",     78,"          $18,557,127.00",             925.4,"              $20,053.09","          $21,228,527.00","           1,131.6","              $18,759.74",     966,      16,1.4,0.4,0.0,0.0
79.3,6.4,1.1,6.4,80.5,0.6,0.2,4.9,50.5,49.5,8.8,4.2,15.7,40.0,"     $13,284,966","  $75,184",    177,"          $34,697,635.00","           1,873.5","              $18,520.22","          $38,163,998.00","           2,180.4","              $17,503.21","   1,944",      95,1.9,3.7,0.0,0.0
89.2,0.9,0.9,2.7,92.6,0.2,0.6,2.2,50.4,49.6,2.6,0.8,14.9,34.1,"      $5,088,293","  $60,938",     84,"          $15,269,369.00",             929.8,"              $16,422.21","          $17,034,724.00","           1,019.0","              $16,717.10",     968,      18,0.5,1.5,0.0,0.0
83.8,1.1,1.9,2.6,90.1,0.0,0.0,4.3,48.1,51.9,0.6,0.2,14.3,25.2,"      $3,620,181","  $79,564",     46,"          $10,348,495.00",             531.5,"              $19,470.36","          $11,509,125.00",             579.3,"              $19,867.30",     543,      29,4.8,1.1,0.0,0.0
69.4,10.6,1.5,30.5,53.7,0.1,0.1,3.5,51.1,48.9,31.9,18.9,13.5,44.4,"     $12,580,316","  $87,729",    143,"          $35,658,480.00","           1,625.4","              $21,938.28","          $36,670,825.00","           1,636.0","              $22,414.93","   1,698",      63,2.2,2.3,0.1,0.0
62.9,1.0,0.2,6.6,88.8,0.1,0.1,3.1,53.0,47.0,0.7,0.3,18.1,38.8,"      $7,111,842","  $72,942",     98,"          $18,335,704.00","           1,449.3","              $12,651.42","          $20,848,450.00","           1,606.0","              $12,981.60","   1,483",      47,2.8,1.1,0.0,0.0
84.9,1.0,3.2,4.7,88.1,0.1,0.1,2.8,50.0,50.0,2.6,1.9,16.0,22.2,"     $21,516,393","  $80,165",    268,"          $53,555,039.00","           3,314.1","              $16,159.75","          $57,332,650.00","           3,455.9","              $16,589.79","   3,403",      26,0.0,0.7,0.0,0.0
61.7,1.1,1.6,5.0,89.4,0.6,0.0,2.3,58.3,41.7,1.1,0.4,38.4,51.1,"      $5,101,124","  $79,705",     64,"          $14,257,308.00",             695.2,"              $20,508.21","          $14,272,308.00",             695.2,"              $20,529.79",     708,      94,8.6,8.8,0.0,0.0
86.0,2.5,9.6,5.8,76.7,0.1,0.1,5.2,50.8,49.2,10.1,3.1,14.2,23.5,"     $31,443,779","  $77,049",    408,"          $84,116,374.00","           5,474.0","              $15,366.53","          $92,303,763.00","           5,630.6","              $16,393.24","   5,626",      54,0.6,0.5,0.0,0.0
86.3,4.6,2.7,3.8,85.2,0.1,0.1,3.3,47.6,52.4,3.4,1.7,15.5,33.9,"     $11,585,289","  $84,750",    137,"          $29,551,080.00","           1,467.8","              $20,132.91","          $33,299,864.00","           1,607.9","              $20,710.16","   1,530",      77,3.1,2.4,0.0,0.1
89.9,2.9,8.9,5.6,77.5,0.1,0.0,4.9,49.7,50.2,9.6,3.0,16.8,23.1,"     $38,854,017","  $95,184",    408,"          $97,724,271.00","           5,677.4","              $17,212.86","         $104,781,982.00","           5,773.5","              $18,148.78","   5,735",      93,1.0,0.9,0.0,0.0
43.8,12.4,1.0,39.4,41.3,0.4,0.1,5.4,52.5,47.5,38.5,29.8,21.3,79.9,"     $67,321,047","  $72,850",    924,"         $177,913,726.00","          12,735.8","              $13,969.58","         $201,876,072.00","          14,190.2","              $14,226.44","  13,633",     838,0.8,5.4,0.0,0.0
89.5,1.1,1.7,3.4,91.8,0.0,0.0,1.9,50.0,50.0,3.8,1.2,16.2,24.2,"     $15,143,106","  $79,617",    190,"          $36,543,971.00","           2,260.7","              $16,164.89","          $41,857,884.00","           2,483.9","              $16,851.68","   2,313",      22,0.1,1.0,0.0,0.0
86.8,4.9,18.3,7.6,62.9,0.1,0.1,6.2,50.9,49.1,24.9,7.0,19.6,32.8,"     $89,068,463","  $82,045","  1,086","         $237,983,377.00","          12,893.1","              $18,458.20","         $252,956,052.00","          13,041.7","              $19,395.94","  13,270",     277,1.5,0.9,0.0,0.0
74.2,1.3,1.5,3.3,90.2,0.7,0.0,3.1,30.7,69.3,0.4,0.2,21.1,33.8,"      $3,972,874","  $71,071",     56,"          $12,391,065.00",             534.7,"              $23,173.86","          $12,391,065.00",             534.7,"              $23,173.86",     552,      50,5.3,5.6,0.0,0.0
57.5,3.2,0.3,6.3,83.2,0.2,0.1,6.7,48.9,51.1,1.0,1.0,25.6,67.0,"      $7,906,443","  $63,968",    124,"          $23,886,895.00","           1,425.1","              $16,761.56","          $27,121,495.00","           1,626.7","              $16,672.71","   1,544",     180,8.2,8.7,0.0,0.0
87.0,3.1,8.2,10.2,75.4,0.3,0.2,2.7,50.7,49.3,8.2,2.1,16.1,28.1,"     $23,978,733","  $77,641",    309,"          $58,751,990.00","           4,846.8","              $12,121.81","          $64,952,771.00","           4,944.5","              $13,136.37","   4,949",      55,0.2,1.0,0.0,0.0
87.6,3.0,6.4,5.0,81.5,0.2,0.1,3.9,50.8,49.2,7.1,3.5,15.9,29.9,"     $21,948,956","  $76,504",    287,"          $52,800,393.00","           4,271.8","              $12,360.22","          $57,704,077.00","           4,468.2","              $12,914.39","   4,428",      69,0.7,1.0,0.0,0.0
